路径	类型	新状态	依据
D:\博士\Protein contour\Phospho\biophys_json\Q5VT66.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VT79.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VT97.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VT98.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VT99.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VTA0.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VTB9.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VTD9.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VTE0.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VTE6.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VTH2.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VTH9.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VTJ3.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VTL7.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VTL8.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VTM2.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VTQ0.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VTR2.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VTT2.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VTT5.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VTU8.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VTY9.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VU36.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VU43.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VU57.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VU65.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VU69.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VU92.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VU97.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VUA4.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VUB5.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VUD6.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VUE5.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VUG0.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VUJ5.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VUJ6.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
D:\博士\Protein contour\Phospho\biophys_json\Q5VUJ9.json	数据表	活	Phospho\0331.py:198（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:232（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\*.json）；Phospho\0331.py:326（读取，通配 D:\博士\Protein contour\Phospho\biophys_json\{uniprot_id}.json）；另有 21 条引用；另有 1 条解析不确定的引用
